ID,name,latitude,longitude,mean_checkin_time,review,category
502,La Cote Brasserie,29.945989,-90.066996,2.0,"I was a waiter last year at a restaurant in the french quarter, and I must say how pleasantly surprised I was at La Cote.  I live just outside the city now, but was in for a convention and my co-workers and I stopped in to La Cote as a last resort for lunch.  It's at a hotel, it looks generic-trendy, two things that usually mean bad, over-priced food.  Thats not the case at all.  The menu is full of real Louisiana food, each dish sounding more delicious than the next.  My co-worker got a shrimp po-boy that was so over stuffed with fried shrimp that she ate it with a fork.  The shrimp tasted sweet, like they were fresh from the gulf.  Another co-worker got the glazed salmon, which looked ridiculous and she gasped it was so good.  As for me, I got the roasted beet and goat cheese salad (yes not LA cuisine) and as the waitress said that the seafood stew was her favorite, that as well.  The stew came in its own tiny cast iron pot, that looked too small for my appetite, but every bite was full of sweet crab, crawfish, shrimp and the fantastic broth.  It was seriously delicious.  The salad had thick beet slices, goat cheese and arugula placed in a tower so when I cut into it i got a bit of all three.  The beet was soft, sweet, and in perfect ratio to the cheese and arugula.  The one fault I can find is that were some yellowing arugula on the plate, but arugula's so delicate that's understandable.  It was a fantastic salad none the less.  One thing that was unique about this place was the servers (it was lunch) were all women of color.  In a city dominated by white men in that position, that's really incredible.  Thank you for totally surprising me.",Restaurants
2609,New Orleans Hamburger & Seafood,30.0460082239,-89.9594257632,17.0,The first time I came to New Orleans with my wife I saw this place and my wife told me we would not eat here. BUT I went on my own and absolutely love it. This place is right up my wife's alley. I will bring her back.,Restaurants
1033,Potions Lounge,29.9593377,-90.06520640000001,4.0,Used to be great Bartender is very good but now with new waitress who is extremely rude and unprofessional  Unfortunately we were regulars here but never coming back again,Nightlife
3174,Samurai Sushi,29.953577000000003,-90.065898,17.0,"The three star was mainly for the wait. Sushi, edamame, squid salad, and pork dumplings were all really good and inexpensive. The only downside was we waited at least 40 minutes for our food. There was only one guy making the sushi and we did have a party of 8, but it was Mardi Gras so I figure everywhere would be a little more prepared.  I got the New Orleans and snow crab rolls with miso soup. All fantastic!  Smaller groups looked like they weren't waiting as long.   I would most definitely recommend this place and would eat here again.",Restaurants
3214,Today's Cajun Seafood,29.9673275077,-90.0619724393,18.0,"The restaurent is very clean inside. You can order either from the menu and from the bar. Food on the bar look so fresh. I got 2 sapate orders of 1 meat and 2 sides. I chose grill chicken( with a hint of lemon grass, so freaking delicious and tender), got 2 boneless thigh meat. I got brocolli possible steam or sauteed..yummy and mash potatoes with gravy. For 2 order, it was less than $20. So much food and so good. The ladies, an Asian and a White woman were so friendly. I wish they were in Atlanta, I would love to get more food there in the future...",Restaurants
1067,Baldwin & Co.,29.968237,-90.057216,17.0,"Baldwin & Co. is a vibe. Black owned coffee shop/book store. The space is great for hanging out with friends or solo to catch up on some reading. There is indoor and outdoor seating, a great book selection, and you can even rent their podcast studio. This business is wonderful for the community and I love it. My daughter is an avid reader so I could not wait to take to Baldwin & Co. As expected she loved it. Once we had our books we enjoyed reading and catching some sun in the outdoor area.  My daughter said this is definitely one of her new favorite places to go.",Shopping
2473,Chophouse New Orleans,29.9498928,-90.06768100000001,2.0,"You gotta make a reservation, of not you'll wait an hour.  But the wait will be worth it.  Head to the bar and listen to the music.. it's a really small bar.  The bacon was amazing, crab soup was also good too.  Dinner, onion rings were really good along with the asperegis and steak fries.  However if you have 5 or less then don't order the table size as its just to much.   Delmonico cajan spice is really good and had a much better flavor than the broil.   Minion was really good and is like the best of the three.  Service was a little slow at the beginning but mace up for it rather quickly.   Don't expect to spend less than 50 per person.",Restaurants
1900,Maison Bourbon,29.958611699999995,-90.06586329999999,4.0,"Good sounds, but they dont serve food and you must order 1 drink per set. Daiquiri and mojito was 9.75 each.",Nightlife
221,Subway,29.95198515,-90.0696791408,17.0,"I would give this Subway a 5 for Subways, except I always stop at Subways to get a Coke and although this one was: 1. Convenient & 2. Clean  the workers, BOTH times I stopped here, we're crabby!!",Restaurants
208,Chickie Wah Wah,29.966592900000002,-90.08973540000001,2.0,"Went to see Anders Osborne play here & it was a highlight of my trip to NOLA.  Streetcar went straight down to Bourbon after the show but I wish I'd stayed longer! Food smelled awesome, drinks were very reasonably priced  & the crowd was mellow.",Restaurants
807,Somethin' Else Cafe,29.9552929,-90.0665605,16.0,"I stumbled across this place early one morning after taking photos in the adjacent alley. Granted I was quite hungry after walking for a while, but the breakfast I had here was fantastic. I had the berry pancakes, which had blueberries cooked in and strawberry sauce on top. And the serving was huge. As hungry as I was I couldn't finish them. I'm going to upload a photo of them, but the cell phone camera doesn't entirely do them justice.",Restaurants
2809,Green olives cafe,29.942119899999998,-90.130112,9.5,"Superb Mediterranean food has ojust the right level of spices. Very plentiful portions. Go for the shawarma combo, the Greek salad,  hummus platter and the kebab combination. Finally the pita is light fluffy. You can't go wrong.",Restaurants
836,Pepperoni's Cafe,29.9443933,-90.1339682,17.0,"Great food!!  First time here and had the lunch special, calzone with Italian salad.  Both very good and very filling.  Friendly staff and numerous condiments on every table.",Restaurants
1749,Subway,29.9486977169,-90.1286461559,17.5,Without a doubt the best subway in town. Not only is it clean with great service they also have the full subway menu of items that not all subways have. When uptown this is my Subway of choice.,Restaurants
462,Mona's Cafe,29.962630800000003,-90.0578342,17.0,"Beggars can't be choosers. One of my favorite cuisines is Middle Eastern, so when you have a taste for lamb and Hommos, I was going to eat anyway!  It's quite a large space, and with over 16 tables, and yet at 7 PM there are six of us in here.  The three German cockroaches that were dancing under my feet the entire meal are an indication of their comfort level. This place hasn't seen a professional cleaner in years.  I really enjoyed the lamb dish, however the bread was not fresh ( it would be acceptable if you were serving this dish at home, but not at a restaurant). So the stars go to the lamb.   At the end of the meal I asked for coffee, which was served slightly warm at best. I asked the waitress to get me a hot coffee, and the answer was that they would need to remake another pot  For it to be served hot. That was as far as the conversation goes....  Shame .... I gave a 10% tip and also wrote ""tips"" on the receipt.",Restaurants
1923,Reginelli's Pizzeria,29.9498663,-90.0740562,17.0,Awesome Pizza and pleasant staff. We were in town for Essence Fest and stumbled across this gem.,Restaurants
1756,Henry's Uptown Bar,29.920576399999998,-90.1102795,5.0,"My favorite corner bar in the city!  Great atmosphere, all ages, classic jukebox and most importantly smoke free!!!  My boyfriend and I go all the time.  Oh and their roast beef po'boy is fantastic!",Nightlife
2851,One Eyed Jacks,29.957032,-90.064749,3.0,"$2 High Life's, 80s night, chandelier, friendly barista and bouncer, and great ambience. There are two halls: we stayed in the first, which houses a few tables and booth as well as the main bar; through another set of wooden doors, there's a dance floor, projector screen (they were playing some old-school film when we arrived), and another bar. The decor is burlesque slash western slash dive bar. They have some sort of show almost every evening, from comedy to themed nights to screenings. Will definitely go back.",Nightlife
1780,barre3 New Orleans - Downtown,29.948837628400003,-90.0748946072,14.0,"I've taken three classes so far with three different instructors, and all have been awesome. I already feel much stronger and in better shape! The studio is bright and clean, and the staff is great. I work downtown and walk right over to the studio. It is so convenient and there are plenty of classes throughout the day to choose from. I also like that each instructor has their own routine and style, so you're not repeating the same exercises each class. I've done barre at other studios in the city and this one is my favorite so far.",Shopping
707,Taco Bell,30.005515999999997,-90.036396,17.0,"this taco bell is consistently bad. i try my best to avoid this place, and most others in the gentilly woods area, but its hard to when the kids youre with want taco bell. my recent order... 3x 5-layer burritos, a beefy frito burrito, and 3 triple layer nachos. the burritos were far from beefy(they nearly empty, almost all tortilla, especially the fritos burrito) and the triple layer nachos were each missing 2 layers. this happens almost every time we go here, and thats assuming they even get the order right. i honestly cant believe i keep coming back... at least this time i decided to finally review this place.  avoid this place at all costs.",Restaurants
277,Buffalo Exchange,29.921319399999994,-90.0985448,20.0,It's hilarious to me how I can walk in one day and not sell anything to one person and three days later can walk in to a totally different person and sell almost everything that I brought in the previous time to that person sometimes  Today I brought in a brand new items that I bought on sale from LF some of them were worn only one time and some of them still have the tags on them and none of my items were accepted I am so over this place it's like the 5th time I've dumped some pretty expensive clothes into the habitat for humanity bin lately.,Shopping
877,The Rambler,29.962748699999995,-90.05752609999999,5.0,"Best new spot on Frenchmen. Clean, great cocktails (frozen too), spacious, and a perfect mix of Frenchmen and dive bar vibes. Always make it a point to stop in here when on Frenchmen. Bartenders are attentive and knowledgeable and give great recommendations on the city in general. Good crowd. Just what Frenchmen needed.  Get the frozen Irish coffee!!",Nightlife
2786,Hunan Wok,29.9788914,-90.068815,17.0,"Great food, seasoned well and food is always consistent! One of the best chinese food spots in the city...",Restaurants
268,Pei Wei,29.976953299999998,-90.09929340000001,17.0,"Good service, nice clean place, and convenient parking. That's it on the good points. The food sounds asian, looks asian, but definitely does not taste like it. The Thai Lime and Chili had too much acidity and salt. The chicken tasted fine if eaten alone with the rice but when eaten with the veggies it killed my taste buds and I couldn't finish. Also ordered the Pei Wei Spicy Steak with rice. Bland and too much peanuts. Doubt I'll come here again.",Restaurants
241,Willie's Chicken Shack,29.9582842,-90.0658012,6.0,Best chicken you could ever hope for in bourbon st. The chicken is good. The sauce is good. Everything is goof,Restaurants
511,El Pavo Real,29.949126025100004,-90.10442033790001,18.0,"Meh. Not authentic at all. Food was ok and pricey. If you know real Mexican food skip it, Better to go somewhere else for ""Mexican"" and get a better bang for your buck. For example the ""al pastor"" was not spit roasted shaved pork, the ""chile relleno"" was a stuffed bell pepper.",Restaurants
2915,French Quarter Deli & Grocery,29.9563663,-90.067995,5.0,"MEAT PIES.  Near the end of my trip I was starting to want something other than shrimp and oyster po' boys, catfish, jambalaya, gumbo and red beans.  Starting to.  I still would eat any of those items till the cows came home as long as I am in New Orleans, but I actually began craving meat pies of all things.  This was Louisiana, wasn't it?  Where could I satisfy my craving for a spicy meat pie?  Natchitoches.  But I wasn't going to Natchitoches.  My friend Mandy P. who was born and raised in Natchitoches, LA made me my first ever meat pies.  Similar to empanada in my culture, but had the spice and flavor of Louisiana that I LOVE.  So, it was what I craved and what I wanted.  Believe it or not, it's an item that isn't very easy to find in New Orleans.  There were a remote couple of places in the Quarter that had them on the menu, but I tried them at one place last time I was there and was not impressed, and the other looked like a tourist trap, so I steered clear.  Mandy P. texted me that I must go to Jacques Imos for them as soon as humanly possible, but it was well outside of the Quarter (St. Charles Street Car still isn't back on its full route) and perhaps maybe a little pricey for what I wanted.  I just wanted a simple fix and not a full sit-down meal.  So, John L. and I began our quest, peeking at menus posted outside of restaurants.  (I know, how touristy!)  He vowed, ""Don't worry.  I will find you some meat pies!""  After a handful of places I was starting to think this was a pointless search.  Until John mentioned a little grocery-type deli he passed on a previous stroll that we might try.  Not quite thinking they'd have meat pies (since my other grocery deli love, Verti Marte, doesn't carry stuff like that), we get there and a huge sign outside listed a number of items including ""crawfish pie.""  Wha??  Could they possibly have what I was looking for?  Listed at the top of their menu, forth item down:  MEAT PIE (seasoned cajun beef stuffed pastry deep fried to perfection) $2.50  CHA-CHING!  John came through.  And they were exactly what I wanted (none are like Mandy's, but still soooooo good).  We went back two more times for them towards the end of the trip. By the third time, the workers recognized us and the girl behind the counter merely asked, ""Meat pies?""  I know, sick.  But you can quickly become addicted to these tasty to-go morsels.  French Quarter Deli & Grocery just opened a little over a month ago, but I have a feeling they will do really well with their location, hours and menu.  Their menu is extensive, including appetizers (Mac & Cheese Bites, Crawfish Pistolettes, meat and crawfish pies, etc.), burgers, breakfast sandwiches, chicken wings, po' boys and other deli sandwiches, pastas (Peanut Chicken Pasta, XX Chili Pasta, Linguine with Garlic Butter Sauce and all sorts of add-ons, etc.) fresh salads, and much, much more.  They carry all kinds of beverages, liquors, wines and beers which, yes, they will gladly deliver along with your food order.  They are open and will deliver from the morning until the wee hours (3am on weekdays and 4am on weekends).  I'm so glad this place opened.  Perfect for that special grocery/deli fix towards the Canal-side of the Quarter (see Verti Marte for goodness on the opposite end of the Quarter towards Esplanade).",Restaurants
2821,Jimmy John's,29.941621711999996,-90.1290438761,18.0,Taste like sh!t. I could make a better sandwich at my house. For the price I just paid..$8 I'll keep my foot long subway chips and drink.,Restaurants
1360,Broussard's,29.956633,-90.068074,17.0,"I usually only go to a fancy pants restaurant like Broussard's for a special occasion. But a friend told me about the $19.20 three course meal in honor of the 95th anniversary of the restaurant, so we decided to check it out.  The restaurant itself is as gorgeous as ever, a gem of a fine dining establishment. There was a bit of a crowd, so it wasn't empty which is  a good thing. I can't stand sitting in an empty restaurant. The service was good to above average.   The $19.20 menu provides a few choices for each course. We both ordered the crab and shrimp cake for an appetizer. It was outstanding, one of the better appetizers I have had in a long time. I ordered the short ribs which were good but not great. The sauce was nice and the presentation was nice with a big Portobello on top which was tasty. But the short ribs were cut in pieces and were found under a mound of mashed potatoes. Nothing at all bad about the dish, it just didn't wow. My lovely better half ordered the fish ( drum I think) with tropical fruit salsa and coconut rice, a much better choice. It was very well prepared, especially the execution of the fish which was perfectly moist, cooked just right. For dessert, I ordered chocolate ice cream which consisted of a very tiny, kid's portion (not much more than a tablespoon )of very good ice cream accompanied by about a teaspoon of whipped cream. The better half again ordered better and got the peanut butter mousse which was a much larger portion and excellent, outstanding in fact.  So if you're looking for a nice evening at a grand restaurant but don't want to break the bank, come to Broussard's for good meal and overall dining experience during the $19.20 special. And, frankly, you should consider coming after the special is over. The food is that good.",Restaurants
869,Pizza Consegna,29.9495132,-90.0767267,13.5,"Delivered as ordered and 12 minutes early. A bit greasy but otherwise delicious and under $15 for a pretty damn big 18"" pie with organic mozzarella, basil, olive salad, and pepperoni. Delivery chick offered excellent service and I'm happy.",Restaurants
133,Nokey's Deli & Grill,29.964762300000004,-90.0732441,17.0,"I've frequented this place with a friend several times but no matter how many times I come here, I always forget to bring cash. It is an extra mile to venture outside of this area to a bank to get some cash and come all of the way back. It's an established place where New Orleanians come for wings, Cajun fries, and the famous ghetto punch! It's the most delicious punch I've ever had: not too sweet, not bitter, and a natural blend of flavors for the perfect punch.  After getting your cash, you would need to park under the bridge and walk across the street. Be careful and pay attention to the light. Keep your car locked and keep an eye out. At this locations there is no place to sit and eat, and it's not really comfortable to order and wait. You're standing the entire time, outside a pickup window; you can imagine how packed it may get if it rains or gets really cold outside.   Personally, l think the wings are rather dry: they could use some juice or some oil to keep them juicy. The fries I love, but not more than I love the punch! Get a large if you can; you won't regret it. It's a little bit of a hassle, this place; Yet and still, the food is enough for customers to keep coming back.",Restaurants
2827,Orleans Shoe,29.924207,-90.085634,19.0,Pandemic Review: Orleans Shoe Company aka Good Feet has a new space on Magazine St. I tried to go to the old location (soon to be closing) around a month ago but found it closed; but maybe it should have been open? Anyway that location will be closed soon and this locations has 2x the space.  I can't even with normal shoes after this year so I was looking for baby feet size Birk clogs. And they actually had a pair! Yea. And the sales person was super nice and not pushy which is what I've always found with this shop.  Masks are worn by the staff and required of the shoppers and there is actually some room to move around so social distancing is actually possible.,Shopping
1191,Twisted Waffles,29.935603999999998,-90.0692593,17.0,"We stayed pretty close to this restaurant and just happened to be standing out front when, J, a very sweet employee came out to greet us. We decided to try it a couple days later and we DO NOT regret it!!  Delicious waffles, and great crab cakes, although they could have been cooked less, very good. Excellent service, very sweet staff members. All so helpful. We will return!",Restaurants
1614,Rouler,29.9487871492,-90.07359422340001,16.0,"If you need bike service in New Orleans, this is your place. Extremely friendly people. Had 2 biles tuned up this week, fast turnaround and very reasonable prices.",Restaurants
412,Big Shirley's,30.0119283,-90.06062779999999,17.0,"There I was! The 7th ward.   A name like Big Shirley's can only = one thing =SOUL Food. Walked in to a table cheered by happy adults and a few customers clustered among themselves. Let me give it to you straight- I would not recommend the mac & cheese or the potato salad. Here is the good part!  The barbeque chicken was excellent. Also, the red beans & rice, yams and baked chicken are bangin. Just a quick observation, I noticed there were no tablecloths.  I would recommend dining out and licking your fingers. See the photo (menu) for details.   I can't get that 7th ward meal out of my head!",Restaurants
594,Montrel's Bistro,29.959223600000005,-90.06046059999998,16.0,"Worst decision we ever made. PLEASE save yourselves....it was too late for us.  Food was overpriced and bland.  But i can live with that, the one thing i can't live with is the horrible service.  Our food literally took almost 2 hours to arrive.  They weren't even that busy.  The server barely came around and it still took us 20 minutes just to order another round of drinks.   At one point, the server says to us ""you food will be out shortly, sorry for the wait"".  We DIDN'T even order yet!  I rarely write reviews.  Only when restaurants are VERY good or VERY bad.  No matter how many bad reviews this restaurant gets, it will always do well (unfortunately) because of it's location.  Well if you're reading this, please save yourselves.",Restaurants
1109,Bouche,29.944211474299998,-90.0673792103,2.0,"Great wine selection! I love the ambience! Good food! Definitely, a must to try!!!",Restaurants
3,Altamura,29.9333877563,-90.07949829100001,8.0,"Wow ,shocked.This Restaurant is not ready for service.When 15 min early we were treated as if we were morons,as the young hostess huffed and brought us to the bar with an empty restaurant,why not or table.The feeling of the place was confusion,late employees running into the dining room making it known that they were late without uniforms on ect.three of them talking on their phones in the dining room,Rookie night ,what a joke.The food was of Olive Garden level if that.To top it off was our walk back to our hotel on St.Charles,as we walk along the side of the restaurant we encounterd three employees smoking what my wife says was weed.We also came across the most disgusting smell that allmost brought our dinner back up.It smelled like dead rats and an overflowing used rancid cooking oil ,as we looked behind their wall that seperate the side walk we witnessed the filthiest ,overflowing dumpster and overflowing spent cooking oil and filth about this small corner section on Jackson ave.We avoid the French Quarter for this very reason.I would be very frightened to see the kitchen.The restrooms were not very clean at all ,bad food is one thing but bad sanitation is deadly.My advice ,stay far away for at least 6 months .BTW we checked their sanitation reports with the City of new Orleans,MAJOR  Violations.They should be ashamed of themselves.",Restaurants
1609,Last Call,29.956321000000003,-90.068042,7.0,"5 stars because this shit hole just got their lick-her license revoked for being shady. A lot of hookers, strippers and shady Quarter fucks hang out here at all hours. Seriously. If you need a hooker at 2 in the afternoon, this is the place. I've never seen food served here, not that I would eat it. They just lost their license because they lied to the police and apparently that's a no-no. I'm sure they'll give you a beer (for free/with a tip, wink wink) if you ask. Or maybe just get a soda and stop being a leach on society.",Restaurants
3343,Hookah & Cafe,29.973736699999996,-90.1018047,4.0,"Not a fan of places with limits and no tap water ""we only have bottle water"".   I frequently visited this place when they first opened and enjoyed the hookah selection. Service has never been that great but we managed to have a good time regardless. I'm not sure when the 2 person per hookah limit policy was instated, but its rather disappointing.  I went on a thursday night around 11:30pm and brought 3 friends with me one of which does not consume tobacco but just wanted some dinner and the one who was craving a milkshake. We waited 15 minutes for a server to come our table to take our order. No greetings took place and the server lazily say down to take our orders. She didn't look up at anyone, even when we were placing on orders.  I mean with an automatic 18% gratutity I guess I should expect terrible service ?! She then told us she was going to charge for those who were not partaking in the hookah even though they were going to purchase food items.   I never walk out, but this was a first for sure. Not sure if I'll be telling anyone about this place except to not go there at all.",Restaurants
921,Vegan Wit A Twist,29.9499993,-90.0748774,19.0,I got the hot sausage burger.  It was ok. Originally wanted the jackfruit but they sold out ... it was ok. Im assuming i ordered the wrong thing.. they open at 11. I got there at 11:10..  by 11:30 line quadruped. Small intimate place.  I will try again and order something diff...,Restaurants
1747,The Rink,29.929901123,-90.0848464966,18.0,"This is a small shopping mall in the Garden District quite near my house.  They actually have a parking garage underneath the building so that makes it easier to park here than a lot of Magazine Street these days.  Honestly the only business I've ever patronized here is the coffee shop, Still Perkin.  There are a random assortment of other shops and offices here that I've never had a need or desire to go to and it mostly seems like women's shopping with nothing of interest to a grumpy ole dude such as myself.  Maybe they could add a gun & fishing store to excite me one day... haha who I'm I kidding this is Orleans Parish and they can't do anything like that as they would rather all the tax revenue go to Jefferson Parish.",Shopping
945,Appartique,29.9210963,-90.0947015,20.0,"Simply one of the most gorgeous and eclectic mix of antique furniture, art and objects in town!  And quite reasonably priced for such high quality pieces.  Appartique is an inspiring and beautiful store with plenty of space to roam around (not like one of these crowed dark junk shops) and let your imagination take over.  If you are in need of advice or suggestions, Jason and John (the 2 owners) will expertly guide you to come up with what you want/need for your home or office.  They are also the best at customer service:  on one recent shopping spree, Jason (who is also a fabulous painter) personally delivered our purchases to our home and even stayed long enough to help me hang a mirror I had bought from him.    A mandatory stop for anyone serious about antiques, who seeks beautiful pieces!",Shopping
131,Alltmont's Custom Framing,29.929068800000003,-90.0978604,16.0,"Great framing, lots of selection, super nice staff and owner, and they are always fast! I've had 5 pieces framed here and every one has been awesome! Prices are reasonable and they often have a groupon.  Definitely a loyal customer!",Shopping
1853,Burger King,29.968432500000002,-90.1062794,14.0,"I never thought I'd ever give Burger King a good review, but their customer service was excellent. We went through the drive through around 3am, and ordered the new flaming Mac and Cheetos. There was only one car in front of us, and we waited for more than 5 min. Turns out, their card machine was down, so when it was our turn to pay they just gave us the meal! I even offered them cash, but they said it was on them. Very nice!!  Except the flaming Mac and Cheetos was not good. At all.",Restaurants
2269,Arnaud's French 75 Bar,29.9558322,-90.06865490000001,3.0,Extremely upscale bar in the french quarter. I would definitely go here and check it out. The place is huge and there's even a small haunted museum upstairs.,Restaurants
217,CVS Pharmacy,29.9777,-90.0966,19.0,The pharmacy gals are all excellent.  The store is always clean and the product in stock. Sweet......,Shopping
2778,BarCulture,29.968704499999998,-90.105147,4.0,"This was probably the worst bar service I have ever experienced . I went there on the Tuesday night after Christmas and I was completely appalled at the bartenders . First of all , there was only two which was ok for their bar size and the selection of the alcohol ... So here's my problem , I went to the bar 2 different times in 2 different sections of the bar and was completely ignored by the bartenders . (Lady with the dreads specifically.) She looked me in my eyes multiple times and skipped on to the next person without even taking my order which was ridiculous . I would think as a bartender you would be more attentive to the people coming to your bar ! To make matters worse , there was a guy behind me trying to get service as well and he didn't get any . He made a comment to me saying "" If this isn't the worst service , idk what is ""! She would rather help what looked like her ""regulars""  rather than us new people to their establishment . The other bartender was smoking hookah and drinking her own drink behind the bar !!! There's Nothing wrong with enjoying the job but atleast do the job first !!!! The Horrible experience and I will never be back . I don't like unsatisfactory customer service , and that's exactly what I got !",Nightlife
3001,M's Coffee & Cafe,29.947386199999997,-90.0667333,16.0,"Wandered into this place since it was only a block from my hotel.  I had breakfast biscuit, which had egg, sausage and cheese.  The biscuit was a nice size.  Washed it down with a cappuccino that tasted OK.  Convenient and quick.",Restaurants
2199,Yummy Yummy Chinese Restaurant,29.975579600000003,-90.09899920000001,16.0,"I got sick eating their buffet. It was my first meal of the day, 30 minutes later began the frequent trips to the bathroom as i passed watery muck for 4 days, and developed a low grade fever. Though i didn't throw up, i sought help and discovered that it sounded like something parasitic. I still feel rotten 5 days later, but improving now. Don't chance it.",Restaurants
831,Larue's Bbq,29.919328991300002,-90.0085998327,18.0,"Had a great meal here with the family. The catfish was fried to perfection. The seasoning was delicious. Flaky, tender and so, so good. The burger and chicken wings were given two thumbs up by my extremely finicky kids. The sweet tea could send you into a coma...such a guilty pleasure.   The owner is a lovely man who handles the service himself. It's a very modest place and mostly does takeout orders, but it was nice to settle in for a simple, tasty meal. Really enjoyed it!",Restaurants
42,Best Buy Harahan,29.963417163699997,-90.185621058,18.0,This is a standard Best Buy.  The staff in the games section was helpful and amiable.  Other than that it is mediocre on every level.,Shopping
1674,St Roch Market,29.969390899999997,-90.0521636,17.0,Found this place on Instagram and have been curious about it for a while. I love that you can pick and choose what cuisine you wanted even if it was different from what the rest of your party wanted. I got the shaved Brussel sprouts salad from PDR. I wasn't a huge fan of the smokey beets but the rest was fantastic. I also got the garlic ginger tofu tacos from koreole. They are messy and delicious..everything a taco should be. I also got coffee from Coast Roast which was good but almost too hot. My boyfriend and friend also lovers their meals. It really is a cool idea. A little on the pricey side but the food is worth it.,Restaurants
225,Royal Street Stones,29.959866700000003,-90.06278909999999,19.0,"I love this store so much! The best jewelry, the sweetest employees. I miss Angela so much. She was so fun to work for. I was just in the store recently and the ring selection is to die for! She always rearranges the store and keeps it fresh and vibrant. There is always something to find! It's just like a magical jewelry box. I miss her and love her so much. I had to rave about the store. I hope everyone visits Royal Street Stones! It's a must see when you are in New Orleans, and if you live here, this will be a locals dream jewelry store.",Shopping
119,Rivista,29.9208686,-90.0997285,16.0,"This place is a gem and I highly recommend it.  I had read some really positive comments about it on Twitter, so I decided to try it today and I was not disappointed.  It's a bakery-coffee shop that also has a great lunch menu.  The food is expertly prepared and extremely creative.  They seem to specialize in pastries with interesting combinations of ingredients, for example today I had a savory tart with wild mushrooms and cheese, and there were tomato tarts and also one with beets that looked yummy. The mushroom tart I ate today was rich, buttery, and delicious. Of course, it's a bakery so they also have sweet baked things that looked very good.  They have sandwiches and salads that are just as creative as the baked goods:  this week they have a salad special with octopus and kale that looks so good from the photo they posted on Twitter and Facebook, it's haunting me and I might have to go back and try it for lunch tomorrow.  They also make their own bagels, which is super exciting for this born-and-raised-New Yorker. Everything is made fresh every day, I was told by the friendly, helpful man who waited on me at the counter.  The place itself has a nice, clean, modern decor. It's a long, narrow space with the pastry counter-cash register towards the back, and about six or seven small tables running down the length of the room, with chairs and a comfortable bench with pillows. I didn't stay long today, but it looks like the type of place you could go hang out and drink coffee for a while, or go have lunch with a friend.    I don't even live Uptown, but I hope to become a regular at this place!  Revised on 9/9/2013 to add:  I have been back here a few times, and I can now report that they have some of the best espresso drinks in the city!  Super yummy lattes.",Restaurants
425,El Gato Negro,29.9443723,-90.06560290000002,16.0,"Bad smell in the restaurant, greasy floor, and the food is not that great! The prices are high for what you get and for New Orleans.",Restaurants
972,Kitchen Witch Cookbook,29.9768313,-90.07708570000001,19.0,What a great little shop. Perfect for finding unusual gifts for just about anybody that loves food. Great customer service and locally owned!,Shopping
1949,FilipiNola,29.9451704,-90.0696037,18.0,Came in for a quick lunch and it was one of the best lunch we've had. The chicken abodo was very flavorful and their pork lumpia was to die for. Caught them again later that night at Wrong Iron and had to get some more. Can't wait to go back to Nola and eat FilipNola again!!,Restaurants
508,Seersucker Restaurant & Catering,29.929608,-90.048326,17.0,First time here and I'll be back. Friendly staff and clean. Highly recommend the roastbeef po-boy and hand cut french fries. Can't wait to try the gumbo!,Restaurants
2356,Treme Hideaway,29.9686832,-90.06874609999998,5.0,Such a place of black love!!  This place was is the spot to go and I went on a Sunday night. I heard Fri-Sunday are good days to go. They also sell food. The chargrilled oysters were delicious.,Nightlife
3231,Tresor Rare,29.9575887,-90.06480479999999,19.0,Very pushy people! I feel like I was scammed! Conned me out of $1500.00! When I got the product home it did not work as they showed! Stay away!!!,Shopping
335,Sir Gyro,29.952036699999997,-90.07033359999998,17.0,Hands down best gyros in town.  Too bad their only open for lunch weekdays in Place St Charles.,Restaurants
1192,Pat O's On The River,29.955925300000004,-90.0629624,3.0,Here for a wedding reception this past weekend.  The space is absolutely gorgeous!  Pictures don't do it justice.  The entire floor was rented out with an open bar and heavy hor d'oeuvres.  The drinks were definitely strong.   The food was delicious.  My favorites were the crawfish cakes and the chicken pesto pasta. The bathrooms were fairly small and dark and there isn't a lot of signage to find the place. A lovely setting for the reception!,Restaurants
2053,Galvez Restaurant,29.9582230329,-90.0606619019,3.0,"Great food, but on new years we got there at 10pm and didn't get entree until 12:20 It was busy but for $100 dollars a person with 4 people they should have been more prepared. They gave us some free drinks to  compensate. They should have offered a discount on return trip.  I would like to try again on a less busy night.  I had to go to the bar to get drinks after waiting 40 minutes to order 2nd round and no appetizers for an hour.",Restaurants
2740,Cooter Brown's,29.9423197,-90.13425229999999,7.0,"A down and dirty bar that has so much character and so so much beer options.  Went to watch a pre-season Saints game and the crowd was lively and fun.    Also bar food is not bad.  I got half and half po-boys and really enjoyed the oyster half (was too full to eat the catfish half but from the little I actually ate, it was tasty).    All in all, a fun place to be.  Would like to be back.",Restaurants
1861,Gulf Pizza,29.953286,-90.05134670000001,20.0,"if it were possible to select just one favorite pizza joint, this would be mine...thankfully we all know this is quite impossible ;)",Restaurants
